"ID","POST_ID","MS_ID","MS_SPACEID","CAP_COLOR","METER_TYPE","SMART_METE","ACTIVESENS","JURISDICTI","ON_OFF_STR","OSP_ID","RATEAREA","SFPARKAREA","STREET_NUM","STREETNAME","STREET_SEG","Location"
"814","561-02106","561-02100","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","210","MAIN ST","8629000","(37.79023, -122.393043)"
"1386","470-14442","470-14440","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1444","HOWARD ST","7056000","(37.77329, -122.415466)"
"1722","568-02095","568-02090","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","209","MISSION ST","9085000","(37.791585, -122.395125)"
"964","580-01215","580-01210","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","121","NATOMA ST","9508000","(37.786697, -122.399371)"
"518","108-13040","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1304","08TH AVE","396000","(37.763952, -122.465166)"
"2168","422-08540","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","854","FRONT ST","5874000","(37.799579, -122.399978)"
"2175","892-00010","892-00001","10","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796419, -122.394647)"
"320","490-00070","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","7","IRVING ST","7278000","(37.764355, -122.45779)"
"1477","370-01514","370-01510","4","Black","MS","Y","N","SFMTA","ON","0","MC5","Mission","151","CAPP ST","3673000","(37.76371, -122.418491)"
"1342","422-02026","422-02020","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","202","FRONT ST","5869000","(37.79355, -122.398742)"
"897","202-00071","202-00070","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","02ND ST","129000","(37.789097, -122.401037)"
"2099","525-00408","525-00400","8","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","40","KAPLAN LN","7741000","(37.784955, -122.399125)"
"749","658-00428","658-00420","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","42","SPEAR ST","12044000","(37.793119, -122.394916)"
"1675","681-25275","681-25270","5","Black","MS","N","N","SFMTA","ON","0","MC5","Fisherman's Wharf","2527","TAYLOR ST","12463000","(37.806215, -122.415474)"
"1640","463-00373","463-00370","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","37","HAWTHORNE ST","6809000","(37.784977, -122.398125)"
"41","472-00601","472-00600","1","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","60","HYDE ST","7114000","(37.781079, -122.415309)"
"2252","563-01105","563-01100","5","Black","MS","N","N","SFMTA","ON","0","MC2"," ","110","MCALLISTER ST","8890000","(37.780938, -122.414085)"
"1904","525-00512","525-00500","12","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","51","KAPLAN LN","7741000","(37.784898, -122.398818)"
"2136","359-05329","359-05320","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","532","CLAY ST","4085000","(37.794811, -122.402617)"
"305","619-00250","619-00003","25","Black","MS","Y","N","SFMTA","ON","0","MC3"," ","25","PETER YORKE WAY","10384000","(37.785692, -122.424052)"
"1063","525-00202","525-00200","2","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","20","KAPLAN LN","7741000","(37.785048, -122.399308)"
"27","612-17320","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1732","POLK ST","10572000","(37.793013, -122.421102)"
"1509","700-04129","700-04120","9","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","412","VALENCIA ST","13058000","(37.766121, -122.42211)"
"1482","700-09253","700-09250","3","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","925","VALENCIA ST","13067000","(37.757803, -122.421097)"
"947","569-19133","569-19130","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1913","MARKET ST","8761101","(37.770298, -122.425171)"
"1102","204-03530","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","South Embarcadero","353","04TH ST","258000","(37.781262, -122.400056)"
"259","209-04560","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","456","09TH ST","458000","(37.771401, -122.408808)"
"159","440-05180","-","0","Black","SS","N","N","SFMTA","ON","0","MC2"," ","518","GEARY ST","6112000","(37.78691, -122.412259)"
"653","324-11064","324-11060","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1106","BATTERY ST","2767000","(37.801633, -122.401585)"
"352","218-40061","218-40060","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","4006","18TH ST","891000","(37.760995, -122.434153)"
"391","462-18100","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1810","HAIGHT ST","6624000","(37.769416, -122.452061)"
"1630","501-01142","501-01140","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","114","JESSIE ST","7517000","(37.788166, -122.400757)"
"187","359-05161","359-05160","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","516","CLAY ST","4084000","(37.794857, -122.402127)"
"2005","525-00311","525-00300","11","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","31","KAPLAN LN","7741000","(37.785005, -122.398955)"
"1746","447-01182","447-01180","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","118","GREENWICH ST","6485000","(37.803226, -122.402592)"
"56","490-10190","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1019","IRVING ST","7288000","(37.763852, -122.468824)"
"2027","525-00607","525-00600","7","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","60","KAPLAN LN","7741000","(37.784919, -122.399053)"
"115","355-17040","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1704","CHURCH ST","4037000","(37.743565, -122.426749)"
"633","892-00024","892-00001","24","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.7965, -122.394628)"
"1855","705-06071","705-06070","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","607","VALLEJO ST","13092000","(37.798686, -122.407531)"
"402","418-05011","418-05010","1","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","501","FOLSOM ST","5657000","(37.787145, -122.394519)"
"172","469-17540","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1754","HOLLOWAY AVE","6998201","(37.721012, -122.480462)"
"140","568-02331","568-02330","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","233","MISSION ST","9085000","(37.791374, -122.395389)"
"1245","568-02216","568-02210","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","221","MISSION ST","9085000","(37.791462, -122.395278)"
"1823","651-00141","651-00140","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","14","SANSOME ST","11542000","(37.790652, -122.400559)"
"1524","205-01326","205-01320","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","132","05TH ST","294000","(37.781935, -122.405607)"
"2131","561-00315","561-00310","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","31","MAIN ST","8627000","(37.792643, -122.395808)"
"732","582-01141","582-01140","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","114","NEW MONTGOMERY ST","9544000","(37.787047, -122.400113)"
"419","108-02980","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","298","08TH AVE","388000","(37.782963, -122.466502)"
"787","658-00245","658-00240","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","24","SPEAR ST","12044000","(37.793325, -122.395173)"
"782","658-00306","658-00300","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","30","SPEAR ST","12044000","(37.793255, -122.395085)"
"24","445-06071","445-06070","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","607","GREEN ST","6454000","(37.799416, -122.409338)"
"996","651-00285","651-00280","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","28","SANSOME ST","11542000","(37.79107, -122.400645)"
"1559","568-02393","568-02390","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","239","MISSION ST","9085000","(37.791291, -122.395493)"
"2153","359-05195","359-05190","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","519","CLAY ST","4084000","(37.794698, -122.402162)"
"2263","418-06023","418-06020","3","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","602","FOLSOM ST","5660000","(37.785499, -122.396913)"
"2010","525-00503","525-00500","3","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","50","KAPLAN LN","7741000","(37.784965, -122.398905)"
"9","209-04620","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","462","09TH ST","458000","(37.771378, -122.408779)"
"1862","202-00053","202-00050","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","5","02ND ST","129000","(37.789134, -122.401084)"
"76","340-00145","340-00140","5","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","14","BLUXOME ST","2993000","(37.777406, -122.396239)"
"1031","386-02122","386-02120","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","212","DRUMM ST","4972000","(37.79587, -122.396709)"
"1492","205-01468","205-01460","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","146","05TH ST","295000","(37.781775, -122.405432)"
"1690","720-03433","720-03430","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","343","WASHINGTON ST","13405000","(37.795852, -122.400272)"
"2082","445-05166","445-05160","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","516","GREEN ST","6452000","(37.799671, -122.408088)"
"569","386-02116","386-02110","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","211","DRUMM ST","4972000","(37.795847, -122.396957)"
"291","202-05520","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","552","02ND ST","144000","(37.782522, -122.393071)"
"120","561-02171","561-02170","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","217","MAIN ST","8629000","(37.79051, -122.393138)"
"59","700-02230","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","223","VALENCIA ST","13055000","(37.769233, -122.422195)"
"915","600-03183","600-03180","3","Black","MS","N","N","SFMTA","ON","0","MC2"," ","318","PACIFIC AVE","10119000","(37.797615, -122.401535)"
"379","569-22112","569-22110","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2211","MARKET ST","8766101","(37.765378, -122.431407)"
"236","328-01570","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","Downtown","157","BEALE ST","2864000","(37.790144, -122.394396)"
"247","469-17400","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1740","HOLLOWAY AVE","6998201","(37.72101, -122.480387)"
"2042","202-02142","202-02140","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","214","02ND ST","135000","(37.7864, -122.397906)"
"434","583-11011","583-11010","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1101","NOE ST","9628000","(37.751335, -122.431785)"
"511","470-14441","470-14440","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1444","HOWARD ST","7056000","(37.773298, -122.415455)"
"1778","359-05404","359-05400","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","540","CLAY ST","4085000","(37.794764, -122.402986)"
"208","826-06720","826-06002","72","Black","MS","N","N","PORT","ON","0","PortMC1"," ","672","DELANCEY ST","117000","(37.782913, -122.389121)"
"668","324-10282","324-10280","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1028","BATTERY ST","2766000","(37.801249, -122.401507)"
"1295","328-00494","328-00490","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","49","BEALE ST","2863000","(37.79136, -122.39592)"
"1441","583-11013","583-11010","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1101","NOE ST","9628000","(37.751315, -122.431783)"
"930","561-00018","561-00010","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","1","MAIN ST","8627000","(37.792923, -122.396159)"
"1309","686-07126","686-07120","6","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","712","TURK ST","12724000","(37.781939, -122.421304)"
"2199","561-02179","561-02170","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","217","MAIN ST","8629000","(37.790453, -122.393067)"
"2067","606-15186","606-15180","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1518","PINE ST","10477000","(37.789613, -122.421088)"
"1707","208-02474","208-02470","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","247","08TH ST","411000","(37.775412, -122.410449)"
"1194","614-17034","614-17030","4","Black","MS","N","N","SFMTA","ON","0","MC5","Fillmore","1703","POST ST","10645000","(37.785475, -122.430008)"
"1078","525-00109","525-00100","9","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","10","KAPLAN LN","7741000","(37.785103, -122.399082)"
"479","857-17190","857-17001","19","Black","MS","N","N","PORT","ON","0","PortMC1"," ","1719","MONTGOMERY ST","9321000","(37.804969, -122.405273)"
"2163","596-00386","596-00380","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","38","OTIS ST","10046000","(37.772439, -122.419654)"
"2184","892-00001","892-00001","1","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796487, -122.394708)"
"1213","464-03242","464-03240","2","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","324","HAYES ST","6815000","(37.777042, -122.422221)"
"1608","352-04293","352-04290","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","429","CASTRO ST","3790000","(37.761568, -122.43496)"
"764","720-03357","720-03350","7","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","335","WASHINGTON ST","13405000","(37.795883, -122.400028)"
"273","561-00071","561-00070","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","MAIN ST","8627000","(37.792911, -122.396144)"
"384","307-03050","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Civic Center","305","ASH ST","2507000","(37.77922, -122.423175)"
"1514","384-07020","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","702","DIVISADERO ST","4804201","(37.776072, -122.437914)"
"900","462-18010","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1801","HAIGHT ST","6624000","(37.7693, -122.451993)"
"1662","562-03202","562-03200","2","Black","MS","N","N","SFMTA","ON","0","MC1"," ","320","MASON ST","8803000","(37.786802, -122.409736)"
"2121","561-00376","561-00370","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","37","MAIN ST","8627000","(37.792569, -122.395715)"
"2096","501-01083","501-01080","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","108","JESSIE ST","7517000","(37.788282, -122.400611)"
"833","500-16035","500-16030","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1603","JACKSON ST","7396000","(37.794056, -122.421669)"
"685","684-01420","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","142","TOWNSEND ST","12657000","(37.779904, -122.391574)"
"2231","470-11660","-","0","Black","SS","N","N","SFMTA","ON","0","MC2"," ","1166","HOWARD ST","7049000","(37.776835, -122.410974)"
"347","701-05180","701-05004","18","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","518","VAN NESS AVE","13147202","(37.780669, -122.420205)"
"1894","661-01244","661-01240","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","124","STEVENSON ST","12166000","(37.788461, -122.401317)"
"2037","202-02162","202-02160","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","216","02ND ST","135000","(37.786359, -122.397854)"
"1310","686-07125","686-07120","5","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","712","TURK ST","12724000","(37.781941, -122.421293)"
"550","651-00092","651-00090","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","9","SANSOME ST","11542000","(37.790703, -122.400728)"
"1445","658-00104","658-00100","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","10","SPEAR ST","12044000","(37.793572, -122.395483)"
"1443","700-09374","700-09370","4","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","937","VALENCIA ST","13068000","(37.757518, -122.42107)"
"1995","684-01013","684-01010","3","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","101","TOWNSEND ST","12656000","(37.78045, -122.390577)"
"537","684-01011","684-01010","1","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","101","TOWNSEND ST","12656000","(37.780464, -122.390559)"
"2020","324-05074","324-05070","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","507","BATTERY ST","2760000","(37.796161, -122.400633)"
"83","612-18200","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1820","POLK ST","10573000","(37.793765, -122.421249)"
"1046","411-00280","411-00004","28","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","28","FELL ST","5439000","(37.776531, -122.418759)"
"717","568-16602","568-16600","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1660","MISSION ST","9110000","(37.771411, -122.419581)"
"215","211-00071","211-00070","1","Black","MS","N","N","SFMTA","ON","0","MC2"," ","7","11TH ST","508000","(37.775404, -122.418319)"
"1162","324-09349","324-09340","9","Black","MS","N","N","SFMTA","ON","0","MC3"," ","934","BATTERY ST","2764000","(37.800364, -122.40133)"
"1615","568-02337","568-02330","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","233","MISSION ST","9085000","(37.791332, -122.395441)"
"801","651-00118","651-00110","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","11","SANSOME ST","11542000","(37.790878, -122.400764)"
"288","420-02410","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","Downtown","241","FREMONT ST","5863001","(37.788618, -122.39423)"
"1117","561-02062","561-02060","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","206","MAIN ST","8629000","(37.790366, -122.393214)"
"1909","684-03956","684-03950","6","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","395","TOWNSEND ST","12663000","(37.775273, -122.397091)"
"2004","525-00310","525-00300","10","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","31","KAPLAN LN","7741000","(37.785012, -122.398965)"
"2143","359-05322","359-05320","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","532","CLAY ST","4085000","(37.794822, -122.402528)"
"2124","561-00373","561-00370","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","37","MAIN ST","8627000","(37.792587, -122.395738)"
"2219","445-01311","445-01310","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","131","GREEN ST","6441000","(37.800276, -122.402403)"
"2259","471-06373","471-06370","3","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","637","HARRISON ST","6716000","(37.783372, -122.396175)"
"1134","568-45160","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","4516","MISSION ST","9162000","(37.725481, -122.434312)"
"152","859-00440","-","0","Black","SS","Y","N","PORT","ON","0","PortMC1"," ","44","NORTH POINT ST","9686000","(37.807334, -122.408092)"
"301","224-31300","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","3130","24TH ST","1340000","(37.752492, -122.415047)"
"1349","472-00564","472-00560","4","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","56","HYDE ST","7114000","(37.781033, -122.4153)"
"1000","386-02073","386-02070","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","207","DRUMM ST","4972000","(37.795746, -122.396936)"
"621","561-00187","561-00180","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","18","MAIN ST","8627000","(37.792569, -122.395972)"
"1643","470-06326","470-06320","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","632","HOWARD ST","7035000","(37.786353, -122.39893)"
"2103","444-00085","444-00080","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","8","GRANT AVE","6381000","(37.787168, -122.404855)"
"753","658-00424","658-00420","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","42","SPEAR ST","12044000","(37.793146, -122.394949)"
"1513","501-01203","501-01200","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","120","JESSIE ST","7517000","(37.788049, -122.400905)"
"1775","359-05407","359-05400","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","540","CLAY ST","4085000","(37.79476, -122.403013)"
"448","612-03540","612-03006","54","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","354","POLK ST","10549000","(37.78007, -122.418423)"
"316","561-02041","561-02040","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","204","MAIN ST","8629000","(37.790427, -122.393291)"
"1726","720-03354","720-03350","4","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","335","WASHINGTON ST","13405000","(37.795887, -122.399996)"
"1281","420-00625","420-00620","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","62","FREMONT ST","5860000","(37.790518, -122.396891)"
"1579","472-09332","472-09330","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","933","HYDE ST","7124000","(37.789912, -122.417254)"
"1958","686-06086","686-06080","6","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","608","TURK ST","12723000","(37.782179, -122.419423)"
"1679","447-01186","447-01180","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","118","GREENWICH ST","6485000","(37.80322, -122.402641)"
"2156","359-05192","359-05190","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","519","CLAY ST","4084000","(37.794702, -122.402129)"
"2256","563-01084","563-01080","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","108","MCALLISTER ST","8890000","(37.780948, -122.414006)"
"433","691-22510","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","2251","UNION ST","12872000","(37.796843, -122.436936)"
"834","500-16034","500-16030","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1603","JACKSON ST","7396000","(37.794058, -122.421658)"
"411","359-16390","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1639","CLAY ST","4105000","(37.792415, -122.42038)"
"37","864-04190","-","0","Black","SS","Y","N","PORT","ON","0","PortMC1"," ","419","SPEAR ST","12048000","(37.788488, -122.38886)"
"968","580-00018","580-00010","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","1","NATOMA ST","9507000","(37.788803, -122.396713)"
"951","700-01516","700-01570","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","151","VALENCIA ST","13053000","(37.770246, -122.422293)"
"1098","583-02672","583-02670","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","267","NOE ST","9611000","(37.764534, -122.43305)"
"169","462-14230","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1423","HAIGHT ST","6618000","(37.770044, -122.446163)"
"836","386-02066","386-02060","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","206","DRUMM ST","4972000","(37.795755, -122.396686)"
"263","686-07121","686-07120","1","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","712","TURK ST","12724000","(37.781947, -122.42124)"
"147","420-00621","420-00620","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","62","FREMONT ST","5860000","(37.790546, -122.396926)"
"1230","568-02335","568-02330","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","233","MISSION ST","9085000","(37.791346, -122.395424)"
"2234","651-10340","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1034","SANSOME ST","11556000","(37.800222, -122.402506)"
"31","204-03200","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","South Embarcadero","320","04TH ST","256000","(37.781605, -122.400792)"
"1547","501-03017","501-03010","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","301","JESSIE ST","7520001","(37.784769, -122.404923)"
"1396","469-17420","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1742","HOLLOWAY AVE","6998201","(37.72101, -122.480398)"
"52","104-02980","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","298","04TH AVE","240000","(37.783167, -122.462221)"
"1626","501-01146","501-01140","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","114","JESSIE ST","7517000","(37.788138, -122.400792)"
"819","561-02088","561-02080","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","208","MAIN ST","8629000","(37.790271, -122.393096)"
"1594","658-00543","658-00540","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","54","SPEAR ST","12044000","(37.79301, -122.394778)"
"1381","470-14447","470-14440","7","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1444","HOWARD ST","7056000","(37.773256, -122.415508)"
"406","359-05191","359-05190","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","519","CLAY ST","4084000","(37.794704, -122.402114)"
"1877","202-00136","202-00130","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","13","02ND ST","129000","(37.789009, -122.400926)"
"855","502-06265","502-06260","5","Black","MS","N","N","SFMTA","ON","0","MC2"," ","626","JONES ST","7572000","(37.787492, -122.413239)"
"191","611-03710","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","371","PARNASSUS AVE","10293000","(37.763596, -122.457183)"
"2009","525-00502","525-00500","2","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","50","KAPLAN LN","7741000","(37.784972, -122.398913)"
"1304","686-06066","686-06060","6","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","606","TURK ST","12723000","(37.782188, -122.419349)"
"1987","331-09016","331-09010","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","901","BRYANT ST","3293000","(37.774091, -122.404827)"
"1528","205-01322","205-01320","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","132","05TH ST","294000","(37.78196, -122.405639)"
"184","324-11021","324-11020","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1102","BATTERY ST","2767000","(37.801485, -122.401557)"
"20","469-17520","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1752","HOLLOWAY AVE","6998201","(37.721012, -122.480453)"
"1149","561-00197","561-00190","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","19","MAIN ST","8627000","(37.79275, -122.395943)"
"1674","612-21342","612-21340","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2134","POLK ST","10576000","(37.796752, -122.421853)"
"423","202-02161","202-02160","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","216","02ND ST","135000","(37.786365, -122.397862)"
"1249","568-02212","568-02210","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","221","MISSION ST","9085000","(37.79149, -122.395244)"
"791","658-00249","658-00240","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","24","SPEAR ST","12044000","(37.793297, -122.395138)"
"2051","324-05072","324-05070","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","507","BATTERY ST","2760000","(37.79614, -122.400628)"
"868","821-05690","821-05003","69","Black","MS","N","N","PORT","ON","0","PortMC1"," ","569","BEALE ST","2868000","(37.7855, -122.388602)"
"1758","324-11045","324-11040","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1104","BATTERY ST","2767000","(37.801584, -122.401576)"
"274","561-00131","561-00130","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","13","MAIN ST","8627000","(37.792847, -122.396064)"
"866","821-05420","821-05002","42","Black","MS","N","N","PORT","ON","0","PortMC1"," ","542","BEALE ST","2868000","(37.785646, -122.389041)"
"1481","700-09254","700-09250","4","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","925","VALENCIA ST","13067000","(37.757793, -122.421096)"
"374","684-01740","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","174","TOWNSEND ST","12657000","(37.77942, -122.392187)"
